,date,iso_code,total_cases_per_million,people_vaccinated_per_hundred,median_age,population_density,total_deaths_per_million
7381,23/3/21,AUS,1133.114,1.3,37.9,3.202,35.249
7382,24/3/21,AUS,1133.463,1.47,37.9,3.202,35.249
7383,25/3/21,AUS,1133.812,1.66,37.9,3.202,35.249
7384,26/3/21,AUS,1134.316,1.83,37.9,3.202,35.249
7385,27/3/21,AUS,1134.588,1.89,37.9,3.202,35.249
7386,28/3/21,AUS,1135.247,1.96,37.9,3.202,35.249
7387,29/3/21,AUS,1136.023,2.14,37.9,3.202,35.249
7388,30/3/21,AUS,1136.333,2.41,37.9,3.202,35.249
7389,31/3/21,AUS,1137.031,2.6,37.9,3.202,35.249
7390,1/4/21,AUS,1137.457,2.89,37.9,3.202,35.249
7391,2/4/21,AUS,1137.768,2.9,37.9,3.202,35.249
7392,3/4/21,AUS,1138.039,2.95,37.9,3.202,35.249
7393,4/4/21,AUS,1138.388,2.96,37.9,3.202,35.249
7394,5/4/21,AUS,1138.698,2.99,37.9,3.202,35.249
7395,6/4/21,AUS,1139.241,3.22,37.9,3.202,35.249
7396,7/4/21,AUS,1139.474,3.49,37.9,3.202,35.249
7397,8/4/21,AUS,1139.668,3.65,37.9,3.202,35.249
7398,9/4/21,AUS,1139.9,3.85,37.9,3.202,35.249
7399,10/4/21,AUS,1140.249,3.95,37.9,3.202,35.249
7400,11/4/21,AUS,1140.792,3.99,37.9,3.202,35.249
7401,12/4/21,AUS,1141.18,4.18,37.9,3.202,35.287
7402,13/4/21,AUS,1141.994,4.39,37.9,3.202,35.287
7403,14/4/21,AUS,1142.731,4.61,37.9,3.202,35.287
7404,15/4/21,AUS,1143.313,4.82,37.9,3.202,35.287
7405,16/4/21,AUS,1143.895,5,37.9,3.202,35.287
7406,17/4/21,AUS,1144.67,5.08,37.9,3.202,35.287
7407,18/4/21,AUS,1145.213,5.43,37.9,3.202,35.287
7408,19/4/21,AUS,1146.105,5.66,37.9,3.202,35.287
7409,20/4/21,AUS,1146.88,5.88,37.9,3.202,35.287
7410,21/4/21,AUS,1147.578,6.07,37.9,3.202,35.287
7411,22/4/21,AUS,1149.285,6.31,37.9,3.202,35.287
7412,23/4/21,AUS,1149.866,6.52,37.9,3.202,35.287
7413,24/4/21,AUS,1150.254,6.6,37.9,3.202,35.287
7414,25/4/21,AUS,1150.913,6.61,37.9,3.202,35.287
7415,26/4/21,AUS,1152.348,6.73,37.9,3.202,35.287
7416,27/4/21,AUS,1153.628,6.95,37.9,3.202,35.287
7417,28/4/21,AUS,1154.52,7.24,37.9,3.202,35.287
7418,29/4/21,AUS,1155.489,7.47,37.9,3.202,35.287
7419,30/4/21,AUS,1155.993,7.66,37.9,3.202,35.287
7420,1/5/21,AUS,1156.497,7.73,37.9,3.202,35.287
7421,2/5/21,AUS,1157.04,7.76,37.9,3.202,35.287
7422,3/5/21,AUS,1157.505,7.96,37.9,3.202,35.287
7423,4/5/21,AUS,1158.087,8.24,37.9,3.202,35.287
7424,5/5/21,AUS,1158.824,8.51,37.9,3.202,35.287
7425,6/5/21,AUS,1159.173,8.8,37.9,3.202,35.287
7426,7/5/21,AUS,1159.677,9.06,37.9,3.202,35.287
7427,8/5/21,AUS,1160.297,9.15,37.9,3.202,35.287
7428,9/5/21,AUS,1160.646,9.18,37.9,3.202,35.287
7429,10/5/21,AUS,1160.918,9.45,37.9,3.202,35.287
7430,11/5/21,AUS,1161.228,9.72,37.9,3.202,35.287
7431,12/5/21,AUS,1161.577,10.01,37.9,3.202,35.287
7432,13/5/21,AUS,1161.655,10.32,37.9,3.202,35.287
7433,14/5/21,AUS,1161.926,10.58,37.9,3.202,35.287
7434,15/5/21,AUS,1162.353,10.7,37.9,3.202,35.287
7435,16/5/21,AUS,1162.469,10.74,37.9,3.202,35.287
7436,17/5/21,AUS,1162.663,10.75,37.9,3.202,35.287
7437,18/5/21,AUS,1163.012,11.09,37.9,3.202,35.287
7438,19/5/21,AUS,1163.128,11.42,37.9,3.202,35.287
7439,20/5/21,AUS,1163.283,11.78,37.9,3.202,35.287
7440,21/5/21,AUS,1163.438,,37.9,3.202,35.287
7441,22/5/21,AUS,1163.593,,37.9,3.202,35.287
7442,23/5/21,AUS,1164.059,,37.9,3.202,35.287
7443,24/5/21,AUS,1164.447,12.62,37.9,3.202,35.287
7444,25/5/21,AUS,1165.106,12.88,37.9,3.202,35.287
7445,26/5/21,AUS,1165.765,13.28,37.9,3.202,35.287
7446,27/5/21,AUS,1166.192,13.73,37.9,3.202,35.287
7447,28/5/21,AUS,1166.541,14.18,37.9,3.202,35.287
7448,29/5/21,AUS,1167.045,14.4,37.9,3.202,35.287
7449,30/5/21,AUS,1167.394,14.52,37.9,3.202,35.287
7450,31/5/21,AUS,1167.898,14.95,37.9,3.202,35.287
7451,1/6/21,AUS,1168.13,15.36,37.9,3.202,35.287
7452,2/6/21,AUS,1168.634,15.87,37.9,3.202,35.287
7453,3/6/21,AUS,1168.79,16.39,37.9,3.202,35.287
7454,4/6/21,AUS,1169.41,16.9,37.9,3.202,35.287
7455,5/6/21,AUS,1170.03,17.23,37.9,3.202,35.287
7456,6/6/21,AUS,1170.728,17.31,37.9,3.202,35.287
7457,7/6/21,AUS,1171.271,17.72,37.9,3.202,35.287
7458,8/6/21,AUS,1171.465,18.2,37.9,3.202,35.287
7459,9/6/21,AUS,1172.047,18.68,37.9,3.202,35.287
7460,10/6/21,AUS,1172.163,19.21,37.9,3.202,35.287
7461,11/6/21,AUS,1172.396,,37.9,3.202,35.287
7462,12/6/21,AUS,1172.939,,37.9,3.202,35.287
7463,13/6/21,AUS,1173.482,19.39,37.9,3.202,35.287
7464,14/6/21,AUS,1173.908,19.5,37.9,3.202,35.287
7465,15/6/21,AUS,1174.412,20,37.9,3.202,35.287
7466,16/6/21,AUS,1174.994,20.39,37.9,3.202,35.287
7467,17/6/21,AUS,1175.304,20.71,37.9,3.202,35.287
7468,18/6/21,AUS,1175.808,21.12,37.9,3.202,35.287
7469,19/6/21,AUS,1176.157,21.33,37.9,3.202,35.287
7470,20/6/21,AUS,1177.088,21.37,37.9,3.202,35.287
7471,21/6/21,AUS,1177.515,21.83,37.9,3.202,35.287
7472,22/6/21,AUS,1178.057,21.89,37.9,3.202,35.287
7473,23/6/21,AUS,1178.988,22.32,37.9,3.202,35.287
7474,24/6/21,AUS,1179.764,22.4,37.9,3.202,35.287
7475,25/6/21,AUS,1181.043,22.77,37.9,3.202,35.287
7476,26/6/21,AUS,1182.672,22.79,37.9,3.202,35.287
7477,27/6/21,AUS,1183.796,22.87,37.9,3.202,35.287
7478,28/6/21,AUS,1185.037,23.35,37.9,3.202,35.287
7479,29/6/21,AUS,1186.666,23.65,37.9,3.202,35.287
7480,30/6/21,AUS,1188.256,23.69,37.9,3.202,35.287
7939,2/1/21,AUT,40285.204,0.06,44.4,106.749,693.901
7940,3/1/21,AUT,40447.317,0.06,44.4,106.749,699.32
7941,4/1/21,AUT,40628.892,0.06,44.4,106.749,702.969
7942,5/1/21,AUT,40884.447,0.08,44.4,106.749,714.027
7943,6/1/21,AUT,41157.474,0.09,44.4,106.749,721.547
7944,7/1/21,AUT,41438.352,0.12,44.4,106.749,726.302
7945,8/1/21,AUT,41666.482,0.27,44.4,106.749,734.374
7946,9/1/21,AUT,41918.388,0.32,44.4,106.749,739.461
7947,10/1/21,AUT,42100.959,0.35,44.4,106.749,743.442
7948,11/1/21,AUT,42270.812,0.41,44.4,106.749,746.096
7949,12/1/21,AUT,42444.979,0.58,44.4,106.749,754.058
7950,13/1/21,AUT,42656.964,0.75,44.4,106.749,759.476
7951,14/1/21,AUT,43045.107,0.94,44.4,106.749,765.337
7952,15/1/21,AUT,43214.076,1.15,44.4,106.749,772.636
7953,16/1/21,AUT,43404.609,1.22,44.4,106.749,779.934
7954,17/1/21,AUT,43544.716,1.28,44.4,106.749,783.141
7955,18/1/21,AUT,43673.101,1.4,44.4,106.749,787.564
7956,19/1/21,AUT,43837.426,1.68,44.4,106.749,796.079
7957,20/1/21,AUT,44022.208,1.92,44.4,106.749,800.281
7958,21/1/21,AUT,44210.419,2.14,44.4,106.749,805.921
7959,22/1/21,AUT,44441.314,2.26,44.4,106.749,810.565
7960,23/1/21,AUT,44621.12,2.3,44.4,106.749,817.09
7961,24/1/21,AUT,44754.039,2.31,44.4,106.749,820.296
7962,25/1/21,AUT,44865.616,2.33,44.4,106.749,823.946
7963,26/1/21,AUT,45022.311,2.42,44.4,106.749,831.023
7964,27/1/21,AUT,45203.776,2.5,44.4,106.749,836.441
7965,28/1/21,AUT,45364.009,2.58,44.4,106.749,841.196
7966,29/1/21,AUT,45529.882,2.64,44.4,106.749,846.836
7967,30/1/21,AUT,45693.322,2.66,44.4,106.749,851.812
7968,31/1/21,AUT,45824.914,2.66,44.4,106.749,853.803
7969,1/2/21,AUT,45949.208,2.68,44.4,106.749,860.106
7970,2/2/21,AUT,46086.441,2.71,44.4,106.749,867.736
7971,3/2/21,AUT,46254.525,2.75,44.4,106.749,873.818
7972,4/2/21,AUT,46422.388,2.78,44.4,106.749,877.578
7973,5/2/21,AUT,46575.876,2.83,44.4,106.749,881.669
7974,6/2/21,AUT,46723.282,2.86,44.4,106.749,883.992
7975,7/2/21,AUT,46868.918,2.86,44.4,106.749,885.982
7976,8/2/21,AUT,46985.803,2.89,44.4,106.749,888.194
7977,9/2/21,AUT,47118.17,2.92,44.4,106.749,892.506
7978,10/2/21,AUT,47280.614,2.96,44.4,106.749,897.261
7979,11/2/21,AUT,47455.002,3.02,44.4,106.749,899.915
7980,12/2/21,AUT,47646.419,3.12,44.4,106.749,903.454
7981,13/2/21,AUT,47804.883,3.17,44.4,106.749,906.219
7982,14/2/21,AUT,47935.812,3.18,44.4,106.749,907.988
7983,15/2/21,AUT,48071.275,3.22,44.4,106.749,909.094
7984,16/2/21,AUT,48229.075,3.3,44.4,106.749,913.406
7985,17/2/21,AUT,48420.935,3.41,44.4,106.749,916.724
7986,18/2/21,AUT,48638.449,3.55,44.4,106.749,919.157
7987,19/2/21,AUT,48839.487,3.69,44.4,106.749,923.138
7988,20/2/21,AUT,49047.049,3.82,44.4,106.749,925.349
7989,21/2/21,AUT,49250.299,3.88,44.4,106.749,927.34
7990,22/2/21,AUT,49390.738,3.94,44.4,106.749,928.556
7991,23/2/21,AUT,49581.713,4.05,44.4,106.749,932.648
7992,24/2/21,AUT,49803.43,4.24,44.4,106.749,936.629
7993,25/2/21,AUT,50067.831,4.42,44.4,106.749,939.172
7994,26/2/21,AUT,50299.279,4.69,44.4,106.749,941.605
7995,27/2/21,AUT,50570.979,4.95,44.4,106.749,944.148
7996,28/2/21,AUT,50805.744,5.06,44.4,106.749,946.692
7997,1/3/21,AUT,50961.554,5.15,44.4,106.749,948.129
7998,2/3/21,AUT,51173.871,5.4,44.4,106.749,951.557
7999,3/3/21,AUT,51456.187,5.69,44.4,106.749,953.769
8000,4/3/21,AUT,51713.179,5.97,44.4,106.749,956.755
8001,5/3/21,AUT,52008.211,6.35,44.4,106.749,958.634
8002,6/3/21,AUT,52290.969,6.63,44.4,106.749,961.399
8003,7/3/21,AUT,52534.139,6.76,44.4,106.749,963.5
8004,8/3/21,AUT,52745.35,6.87,44.4,106.749,965.601
8005,9/3/21,AUT,53011.963,7.15,44.4,106.749,968.366
8006,10/3/21,AUT,53291.514,7.42,44.4,106.749,970.467
8007,11/3/21,AUT,53622.928,7.86,44.4,106.749,972.899
8008,12/3/21,AUT,53968.607,8.45,44.4,106.749,976.549
8009,13/3/21,AUT,54302.896,8.97,44.4,106.749,979.313
8010,14/3/21,AUT,54579.683,9.27,44.4,106.749,981.193
8011,15/3/21,AUT,54789.346,9.48,44.4,106.749,983.294
8012,16/3/21,AUT,55057.507,9.73,44.4,106.749,986.943
8013,17/3/21,AUT,55426.298,10.02,44.4,106.749,990.371
8014,18/3/21,AUT,55797.521,10.32,44.4,106.749,993.247
8015,19/3/21,AUT,56186.216,10.83,44.4,106.749,997.891
8016,20/3/21,AUT,56556.002,11.25,44.4,106.749,1000.987
8017,21/3/21,AUT,56856.011,11.38,44.4,106.749,1003.42
8018,22/3/21,AUT,57122.734,11.53,44.4,106.749,1005.079
8019,23/3/21,AUT,57500.372,11.74,44.4,106.749,1008.617
8020,24/3/21,AUT,57864.075,11.99,44.4,106.749,1011.935
8021,25/3/21,AUT,58209.533,12.32,44.4,106.749,1014.921
8022,26/3/21,AUT,58640.25,12.68,44.4,106.749,1017.353
8023,27/3/21,AUT,59027.065,12.98,44.4,106.749,1020.781
8024,28/3/21,AUT,59323.314,13.09,44.4,106.749,1023.546
8025,29/3/21,AUT,59663.464,13.32,44.4,106.749,1025.647
8026,30/3/21,AUT,59995.32,13.66,44.4,106.749,1029.296
8027,31/3/21,AUT,60403.036,13.9,44.4,106.749,1032.724
8028,1/4/21,AUT,60774.923,14.16,44.4,106.749,1035.931
8029,2/4/21,AUT,61121.818,14.43,44.4,106.749,1039.138
8030,3/4/21,AUT,61484.858,14.58,44.4,106.749,1043.23
8031,4/4/21,AUT,61788.184,14.67,44.4,106.749,1044.888
8032,5/4/21,AUT,62033.344,14.76,44.4,106.749,1048.537
8033,6/4/21,AUT,62247.32,15.05,44.4,106.749,1052.408
8034,7/4/21,AUT,62590.235,15.49,44.4,106.749,1055.615
8035,8/4/21,AUT,62911.586,16.02,44.4,106.749,1060.038
8036,9/4/21,AUT,63210.378,16.52,44.4,106.749,1064.24
8037,10/4/21,AUT,63557.495,16.93,44.4,106.749,1068.442
8038,11/4/21,AUT,63806.525,17.04,44.4,106.749,1071.207
8039,12/4/21,AUT,64021.386,17.36,44.4,106.749,1073.308
8040,13/4/21,AUT,64277.162,17.73,44.4,106.749,1077.952
8041,14/4/21,AUT,64602.493,18.33,44.4,106.749,1081.38
8042,15/4/21,AUT,64898.632,18.95,44.4,106.749,1085.14
8043,16/4/21,AUT,65165.798,19.53,44.4,106.749,1088.458
8044,17/4/21,AUT,65392.269,19.93,44.4,106.749,1091.443
8045,18/4/21,AUT,65621.837,20.1,44.4,106.749,1094.54
8046,19/4/21,AUT,65855.939,20.39,44.4,106.749,1097.194
8047,20/4/21,AUT,66079.978,20.75,44.4,106.749,1101.285
8048,21/4/21,AUT,66358.976,21.34,44.4,106.749,1105.487
8049,22/4/21,AUT,66624.926,22.01,44.4,106.749,1108.694
8050,23/4/21,AUT,66882.471,22.64,44.4,106.749,1111.901
8051,24/4/21,AUT,67118.121,23.03,44.4,106.749,1113.56
8052,25/4/21,AUT,67342.049,23.32,44.4,106.749,1115.44
8053,26/4/21,AUT,67515.22,23.62,44.4,106.749,1116.656
8054,27/4/21,AUT,67694.916,24.03,44.4,106.749,1119.752
8055,28/4/21,AUT,67953.678,24.53,44.4,106.749,1122.627
8056,29/4/21,AUT,68200.165,25.21,44.4,106.749,1125.613
8057,30/4/21,AUT,68435.815,25.95,44.4,106.749,1128.488
8058,1/5/21,AUT,68614.404,26.33,44.4,106.749,1131.584
8059,2/5/21,AUT,68794.1,26.5,44.4,106.749,1132.911
8060,3/5/21,AUT,68914.745,26.7,44.4,106.749,1134.57
8061,4/5/21,AUT,69068.896,27.16,44.4,106.749,1137.998
8062,5/5/21,AUT,69250.693,27.84,44.4,106.749,1140.21
8063,6/5/21,AUT,69388.367,28.71,44.4,106.749,1142.643
8064,7/5/21,AUT,69535.773,29.67,44.4,106.749,1144.633
8065,8/5/21,AUT,69672.12,30.05,44.4,106.749,1147.177
8066,9/5/21,AUT,69785.577,30.19,44.4,106.749,1148.061
8067,10/5/21,AUT,69876.254,30.56,44.4,106.749,1149.167
8068,11/5/21,AUT,69972.461,31.11,44.4,106.749,1151.489
8069,12/5/21,AUT,70104.495,31.98,44.4,106.749,1153.148
8070,13/5/21,AUT,70207.668,32.27,44.4,106.749,1154.917
8071,14/5/21,AUT,70305.755,33.02,44.4,106.749,1156.134
8072,15/5/21,AUT,70376.969,33.52,44.4,106.749,1157.792
8073,16/5/21,AUT,70451.391,33.71,44.4,106.749,1158.235
8074,17/5/21,AUT,70504.028,34.05,44.4,106.749,1158.898
8075,18/5/21,AUT,70568.386,34.55,44.4,106.749,1160.999
8076,19/5/21,AUT,70667.8,35.38,44.4,106.749,1161.995
8077,20/5/21,AUT,70729.947,36.23,44.4,106.749,1164.096
8078,21/5/21,AUT,70804.811,37.04,44.4,106.749,1164.87
8079,22/5/21,AUT,70869.28,37.48,44.4,106.749,1165.644
8080,23/5/21,AUT,70925.013,37.7,44.4,106.749,1166.197
8081,24/5/21,AUT,70964.823,37.83,44.4,106.749,1166.307
8082,25/5/21,AUT,71008.834,38.26,44.4,106.749,1166.75
8083,26/5/21,AUT,71058.043,38.8,44.4,106.749,1168.408
8084,27/5/21,AUT,71122.734,39.41,44.4,106.749,1169.182
8085,28/5/21,AUT,71182.558,40.07,44.4,106.749,1170.841
8086,29/5/21,AUT,71237.628,40.36,44.4,106.749,1171.283
8087,30/5/21,AUT,71279.539,40.51,44.4,106.749,1171.726
8088,31/5/21,AUT,71304.862,40.75,44.4,106.749,1172.5
8089,1/6/21,AUT,71342.128,41.38,44.4,106.749,1173.827
8090,2/6/21,AUT,71386.361,42.24,44.4,106.749,1174.49
8091,3/6/21,AUT,71417.545,42.59,44.4,106.749,1175.154
8092,4/6/21,AUT,71454.369,43.28,44.4,106.749,1175.596
8093,5/6/21,AUT,71484.336,43.65,44.4,106.749,1176.149
8094,6/6/21,AUT,71524.367,43.92,44.4,106.749,1176.481
8095,7/6/21,AUT,71555.219,44.21,44.4,106.749,1176.591
8096,8/6/21,AUT,71582.091,44.77,44.4,106.749,1177.365
8097,9/6/21,AUT,71622.564,45.47,44.4,106.749,1177.697
8098,10/6/21,AUT,71653.858,46.05,44.4,106.749,1177.697
8099,11/6/21,AUT,71677.744,46.67,44.4,106.749,1177.918
8100,12/6/21,AUT,71699.86,46.98,44.4,106.749,1177.918
8101,13/6/21,AUT,71725.626,47.17,44.4,106.749,1178.914
8102,14/6/21,AUT,71738.011,47.39,44.4,106.749,1179.024
8103,15/6/21,AUT,71750.949,47.91,44.4,106.749,1179.688
8104,16/6/21,AUT,71767.868,48.47,44.4,106.749,1180.019
8105,17/6/21,AUT,71787.662,48.93,44.4,106.749,1180.351
8106,18/6/21,AUT,71801.817,49.41,44.4,106.749,1180.683
8107,19/6/21,AUT,71816.856,49.74,44.4,106.749,1180.904
8108,20/6/21,AUT,71831.342,49.96,44.4,106.749,1181.015
8109,21/6/21,AUT,71841.737,50.19,44.4,106.749,1181.015
8110,22/6/21,AUT,71848.151,50.59,44.4,106.749,1181.457
8111,23/6/21,AUT,71861.089,50.98,44.4,106.749,1181.678
8112,24/6/21,AUT,71869.604,51.35,44.4,106.749,1182.894
8113,25/6/21,AUT,71879.998,51.74,44.4,106.749,1183.226
8114,26/6/21,AUT,71899.461,52.03,44.4,106.749,1183.116
8115,27/6/21,AUT,71907.091,52.28,44.4,106.749,1183.226
8116,28/6/21,AUT,71914.058,52.45,44.4,106.749,1183.337
8117,29/6/21,AUT,71917.264,52.81,44.4,106.749,1183.226
8118,30/6/21,AUT,71923.789,53.18,44.4,106.749,1183.447
9190,2/1/21,BHS,19870.803,,34.3,39.497,430.824
9191,3/1/21,BHS,19938.828,,34.3,39.497,440.902
9192,4/1/21,BHS,19964.022,,34.3,39.497,440.902
9193,5/1/21,BHS,19974.1,,34.3,39.497,440.902
9194,6/1/21,BHS,20016.931,,34.3,39.497,440.902
9195,7/1/21,BHS,20052.203,,34.3,39.497,440.902
9196,8/1/21,BHS,20077.397,,34.3,39.497,440.902
9197,9/1/21,BHS,20077.397,,34.3,39.497,440.902
9198,10/1/21,BHS,20077.397,,34.3,39.497,440.902
9199,11/1/21,BHS,20165.577,,34.3,39.497,440.902
9200,12/1/21,BHS,20165.577,,34.3,39.497,440.902
9201,13/1/21,BHS,20183.213,,34.3,39.497,440.902
9202,14/1/21,BHS,20183.213,,34.3,39.497,440.902
9203,15/1/21,BHS,20208.408,,34.3,39.497,440.902
9204,16/1/21,BHS,20236.122,,34.3,39.497,440.902
9205,17/1/21,BHS,20236.122,,34.3,39.497,440.902
9206,18/1/21,BHS,20324.302,,34.3,39.497,440.902
9207,19/1/21,BHS,20326.821,,34.3,39.497,440.902
9208,20/1/21,BHS,20344.457,,34.3,39.497,440.902
9209,21/1/21,BHS,20377.21,,34.3,39.497,440.902
9210,22/1/21,BHS,20409.963,,34.3,39.497,440.902
9211,23/1/21,BHS,20409.963,,34.3,39.497,440.902
9212,24/1/21,BHS,20409.963,,34.3,39.497,440.902
9213,25/1/21,BHS,20490.585,,34.3,39.497,440.902
9214,26/1/21,BHS,20508.221,,34.3,39.497,440.902
9215,27/1/21,BHS,20561.129,,34.3,39.497,440.902
9216,28/1/21,BHS,20561.129,,34.3,39.497,440.902
9217,29/1/21,BHS,20576.246,,34.3,39.497,440.902
9218,30/1/21,BHS,20593.882,,34.3,39.497,443.421
9219,31/1/21,BHS,20593.882,,34.3,39.497,443.421
9220,1/2/21,BHS,20593.882,,34.3,39.497,443.421
9221,2/2/21,BHS,20717.334,,34.3,39.497,443.421
9222,3/2/21,BHS,20737.49,,34.3,39.497,443.421
9223,4/2/21,BHS,20777.801,,34.3,39.497,443.421
9224,5/2/21,BHS,20800.476,,34.3,39.497,443.421
9225,6/2/21,BHS,20800.476,,34.3,39.497,443.421
9226,7/2/21,BHS,20800.476,,34.3,39.497,443.421
9227,8/2/21,BHS,20883.617,,34.3,39.497,443.421
9228,9/2/21,BHS,20883.617,,34.3,39.497,443.421
9229,10/2/21,BHS,20883.617,,34.3,39.497,443.421
9230,11/2/21,BHS,20939.045,,34.3,39.497,448.46
9231,12/2/21,BHS,20939.045,,34.3,39.497,448.46
9232,13/2/21,BHS,20939.045,,34.3,39.497,448.46
9233,14/2/21,BHS,20939.045,,34.3,39.497,448.46
9234,15/2/21,BHS,20939.045,,34.3,39.497,448.46
9235,16/2/21,BHS,21120.444,,34.3,39.497,450.979
9236,17/2/21,BHS,21120.444,,34.3,39.497,450.979
9237,18/2/21,BHS,21170.833,,34.3,39.497,450.979
9238,19/2/21,BHS,21170.833,,34.3,39.497,450.979
9239,20/2/21,BHS,21170.833,,34.3,39.497,450.979
9240,21/2/21,BHS,21170.833,,34.3,39.497,450.979
9241,22/2/21,BHS,21342.155,,34.3,39.497,450.979
9242,23/2/21,BHS,21357.271,,34.3,39.497,450.979
9243,24/2/21,BHS,21405.141,,34.3,39.497,450.979
9244,25/2/21,BHS,21405.141,,34.3,39.497,450.979
9245,26/2/21,BHS,21463.088,,34.3,39.497,450.979
9246,27/2/21,BHS,21463.088,,34.3,39.497,450.979
9247,28/2/21,BHS,21463.088,,34.3,39.497,450.979
9248,1/3/21,BHS,21463.088,,34.3,39.497,450.979
9249,2/3/21,BHS,21463.088,,34.3,39.497,450.979
9250,3/3/21,BHS,21599.137,,34.3,39.497,456.018
9251,4/3/21,BHS,21599.137,,34.3,39.497,456.018
9252,5/3/21,BHS,21667.162,,34.3,39.497,456.018
9253,6/3/21,BHS,21667.162,,34.3,39.497,456.018
9254,7/3/21,BHS,21667.162,,34.3,39.497,456.018
9255,8/3/21,BHS,21667.162,,34.3,39.497,456.018
9256,9/3/21,BHS,21772.979,,34.3,39.497,466.096
9257,10/3/21,BHS,21772.979,,34.3,39.497,466.096
9258,11/3/21,BHS,21772.979,,34.3,39.497,466.096
9259,12/3/21,BHS,21813.29,,34.3,39.497,466.096
9260,13/3/21,BHS,21813.29,0,34.3,39.497,466.096
9261,14/3/21,BHS,21813.29,0.03,34.3,39.497,466.096
9262,15/3/21,BHS,22082.869,,34.3,39.497,468.615
9263,16/3/21,BHS,22110.583,,34.3,39.497,468.615
9264,17/3/21,BHS,22171.05,,34.3,39.497,468.615
9265,18/3/21,BHS,22171.05,,34.3,39.497,468.615
9266,19/3/21,BHS,22171.05,,34.3,39.497,468.615
9267,20/3/21,BHS,22171.05,,34.3,39.497,468.615
9268,21/3/21,BHS,22171.05,0.38,34.3,39.497,468.615
9269,22/3/21,BHS,22480.94,,34.3,39.497,473.654
9270,23/3/21,BHS,22511.174,,34.3,39.497,473.654
9271,24/3/21,BHS,22511.174,,34.3,39.497,473.654
9272,25/3/21,BHS,22511.174,,34.3,39.497,473.654
9273,26/3/21,BHS,22511.174,,34.3,39.497,473.654
9274,27/3/21,BHS,22511.174,,34.3,39.497,473.654
9275,28/3/21,BHS,22511.174,1.76,34.3,39.497,473.654
9276,29/3/21,BHS,22674.937,,34.3,39.497,473.654
9277,30/3/21,BHS,22974.75,,34.3,39.497,473.654
9278,31/3/21,BHS,22974.75,,34.3,39.497,473.654
9279,1/4/21,BHS,23105.761,,34.3,39.497,473.654
9280,2/4/21,BHS,23105.761,,34.3,39.497,473.654
9281,3/4/21,BHS,23105.761,,34.3,39.497,473.654
9282,4/4/21,BHS,23105.761,,34.3,39.497,473.654
9283,5/4/21,BHS,23105.761,,34.3,39.497,473.654
9284,6/4/21,BHS,23355.185,,34.3,39.497,476.174
9285,7/4/21,BHS,23420.691,2.52,34.3,39.497,476.174
9286,8/4/21,BHS,23529.026,,34.3,39.497,476.174
9287,9/4/21,BHS,23592.012,,34.3,39.497,476.174
9288,10/4/21,BHS,23592.012,,34.3,39.497,476.174
9289,11/4/21,BHS,23592.012,3.78,34.3,39.497,476.174
9290,12/4/21,BHS,23833.878,,34.3,39.497,478.693
9291,13/4/21,BHS,23947.253,,34.3,39.497,478.693
9292,14/4/21,BHS,23947.253,,34.3,39.497,478.693
9293,15/4/21,BHS,23947.253,,34.3,39.497,478.693
9294,16/4/21,BHS,24272.26,,34.3,39.497,488.771
9295,17/4/21,BHS,24272.26,,34.3,39.497,488.771
9296,18/4/21,BHS,24272.26,,34.3,39.497,488.771
9297,19/4/21,BHS,24667.812,,34.3,39.497,488.771
9298,20/4/21,BHS,24667.812,5.52,34.3,39.497,488.771
9299,21/4/21,BHS,24861.809,,34.3,39.497,488.771
9300,22/4/21,BHS,24861.809,,34.3,39.497,488.771
9301,23/4/21,BHS,25133.908,,34.3,39.497,493.81
9302,24/4/21,BHS,25133.908,,34.3,39.497,493.81
9303,25/4/21,BHS,25320.346,,34.3,39.497,493.81
9304,26/4/21,BHS,25748.651,,34.3,39.497,498.849
9305,27/4/21,BHS,25748.651,6.47,34.3,39.497,498.849
9306,28/4/21,BHS,26073.658,,34.3,39.497,498.849
9307,29/4/21,BHS,26073.658,,34.3,39.497,498.849
9308,30/4/21,BHS,26335.68,,34.3,39.497,501.368
9309,1/5/21,BHS,26335.68,,34.3,39.497,501.368
9310,2/5/21,BHS,26501.963,,34.3,39.497,526.562
9311,3/5/21,BHS,26645.571,,34.3,39.497,529.082
9312,4/5/21,BHS,26645.571,,34.3,39.497,529.082
9313,5/5/21,BHS,26645.571,,34.3,39.497,529.082
9314,6/5/21,BHS,26985.695,,34.3,39.497,531.601
9315,7/5/21,BHS,27141.9,,34.3,39.497,534.121
9316,8/5/21,BHS,27141.9,,34.3,39.497,534.121
9317,9/5/21,BHS,27141.9,9.07,34.3,39.497,534.121
9318,10/5/21,BHS,27482.024,,34.3,39.497,539.16
9319,11/5/21,BHS,27482.024,,34.3,39.497,539.16
9320,12/5/21,BHS,27628.151,,34.3,39.497,541.679
9321,13/5/21,BHS,27774.279,,34.3,39.497,544.198
9322,14/5/21,BHS,27774.279,,34.3,39.497,544.198
9323,15/5/21,BHS,27774.279,,34.3,39.497,544.198
9324,16/5/21,BHS,27774.279,,34.3,39.497,544.198
9325,17/5/21,BHS,28280.685,,34.3,39.497,556.796
9326,18/5/21,BHS,28414.216,,34.3,39.497,556.796
9327,19/5/21,BHS,28522.551,,34.3,39.497,556.796
9328,20/5/21,BHS,28711.509,,34.3,39.497,559.315
