,Entity,Code,Day,facial_coverings,restriction_gatherings
124466,Slovakia,SVK,2021-06-30,,4.0
124467,Slovakia,SVK,2021-07-01,,4.0
124468,Slovakia,SVK,2021-07-02,,4.0
124469,Slovakia,SVK,2021-07-03,,4.0
124470,Slovakia,SVK,2021-07-04,,4.0
124471,Slovakia,SVK,2021-07-05,,4.0
124472,Slovakia,SVK,2021-07-06,,4.0
124473,Slovakia,SVK,2021-07-07,,4.0
124474,Slovakia,SVK,2021-07-08,,4.0
124475,Slovakia,SVK,2021-07-09,,4.0
124476,Slovakia,SVK,2021-07-10,,4.0
124477,Slovakia,SVK,2021-07-11,,4.0
124478,Slovakia,SVK,2021-07-12,,4.0
124479,Slovakia,SVK,2021-07-13,,4.0
124480,Slovakia,SVK,2021-07-14,,4.0
124481,Slovakia,SVK,2021-07-15,,4.0
124482,Slovakia,SVK,2021-07-16,,4.0
124483,Slovakia,SVK,2021-07-17,,4.0
124484,Slovakia,SVK,2021-07-18,,4.0
124485,Suriname,SUR,2021-06-13,,4.0
124486,Suriname,SUR,2021-06-14,,4.0
124487,Suriname,SUR,2021-06-15,,4.0
124488,Suriname,SUR,2021-06-16,,4.0
124489,Suriname,SUR,2021-06-17,,4.0
